SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
80,1.42232243333333,2510.8032,0.175184183333333,0.00967258333333333
80,1.42232386666667,1995.6388,0.177712116666667,0.011409048
80,1.42232481666667,1585.5074,0.178721866666667,0.0119424935
80,1.42232465,1258.7913,0.180369683333333,0.0125296228333333
80,1.42232498333333,1000.3202,0.182037433333333,0.0143499275
80,1.42232545,794.23785,0.184313533333333,0.0146428583333333
80,1.42232656666667,631.00964,0.1863431,0.0154391738333333
80,1.42232783333333,501.44418,0.18826355,0.016679265
80,1.42232831666667,398.08914,0.191069566666667,0.017612935
80,1.42232975,316.31589,0.193243483333333,0.0194912333333333
80,1.42233038333333,251.04433,0.19583235,0.0212445366666667
80,1.42233021666667,199.55299,0.19849005,0.0226328116666667
80,1.42233101666667,158.42841,0.201208766666667,0.0245352283333333
80,1.4223315,125.84567,0.202980816666667,0.027219405
80,1.42233245,100.03201,0.206161166666667,0.0293336733333333
80,1.42233356666667,79.415512,0.210516333333333,0.0317466266666667
80,1.4223334,63.082298,0.2142956,0.03605736
80,1.42233578333333,50.144421,0.217824166666667,0.0401224966666667
80,1.42233641666667,39.808914,0.2221612,0.0451121733333333
80,1.42233705,31.629555,0.226666633333333,0.0507271733333333
80,1.42233705,25.104433,0.231532233333333,0.0581269916666667
80,1.42233768333333,19.955299,0.238193433333333,0.0665333216666667
80,1.42234008333333,15.857577,0.246048316666667,0.0760914983333333
80,1.42233801666667,12.600809,0.254987366666667,0.087394505
80,1.42233736666667,10.003201,0.2660768,0.0998636783333333
80,1.42234198333333,7.9395323,0.28030665,0.11464406
80,1.42233816666667,6.3105812,0.296934366666667,0.12939618
80,1.42233768333333,5.0080128,0.3181728,0.143802435
80,1.42234436666667,3.9778516,0.34270915,0.158793191666667
80,1.42234293333333,3.1629555,0.369734283333333,0.1714378
80,1.42234485,2.5136747,0.399544483333333,0.181726416666667
80,1.42235263333333,1.99553,0.43072645,0.18870865
80,1.42235168333333,1.5853286,0.462681966666667,0.193375066666667
80,1.42235756666667,1.2596742,0.49344405,0.195389233333333
80,1.42235756666667,1.0000639,0.52340285,0.1960359
80,1.42237091666667,0.79363066,0.550745083333333,0.194385283333333
80,1.42237488333333,0.63090527,0.5770733,0.193715
80,1.42237743333333,0.50154078,0.601600533333333,0.19330785
80,1.42239188333333,0.39774463,0.6247431,0.192324683333333
80,1.42241096666667,0.3161931,0.645593483333333,0.1918058
80,1.42242558333333,0.25122195,0.666723883333333,0.19346005
80,1.42243846666667,0.19933917,0.687984633333333,0.197335366666667
80,1.42245738333333,0.15860692,0.7082599,0.201124216666667
80,1.4224871,0.12593903,0.728856,0.205395383333333
80,1.42253065,0.10007046,0.7487355,0.21084515
80,1.42226235,100003.71,0.164463033333333,-0.0565914966666667
80,1.42232433333333,79433.273,0.164213408333333,-0.0447451566666667
80,1.42236518333333,63093.824,0.163255185,-0.0346209933333333
80,1.42239316666667,50122.477,0.163435965,-0.026495315
80,1.42240985,39814.059,0.162752776666667,-0.0199835816666667
80,1.42242351666667,31621.139,0.16357847,-0.0143543593333333
80,1.42243655,25116.91,0.164051533333333,-0.00980453883333333
80,1.42244403333333,19948.785,0.164460161666667,-0.00665691433333333
80,1.42245468333333,15847.683,0.165186385,-0.00294374116666667
80,1.42245991666667,12590.93,0.166062186666667,-0.000140480978333333
80,1.42246628333333,10002.226,0.166737716666667,0.00161643016666667
80,1.422472,7943.999,0.168468533333333,0.00337053516666667
80,1.4224747,6307.7339,0.168906333333333,0.0052621495
80,1.42247883333333,5011.604,0.170502516666667,0.006455234
80,1.42248233333333,3981.2744,0.17189105,0.00767888316666667
80,1.4224863,3161.0117,0.173699233333333,0.00912658
80,1.42248948333333,2510.8032,0.175361433333333,0.0100556985
80,1.4224941,1995.6388,0.17662375,0.010773583
80,1.42249551666667,1585.5074,0.178608383333333,0.0114002525
80,1.42249933333333,1258.7913,0.18063955,0.0130131555
80,1.42250108333333,1000.3202,0.182212516666667,0.0137346138333333
80,1.42250378333333,794.23785,0.1840076,0.0145536921666667
80,1.42250665,631.00964,0.186374166666667,0.0152932318333333
80,1.42250855,501.44418,0.188402366666667,0.016460441
80,1.42251046666667,398.08914,0.1897524,0.0177439
80,1.42251236666667,316.31589,0.193297466666667,0.0198429016666667
80,1.4225146,251.04433,0.195143933333333,0.02065878
80,1.42251571666667,199.55299,0.19769215,0.0224909833333333
80,1.42251905,158.42841,0.200312966666667,0.024172965
80,1.4225192,125.84567,0.20385885,0.0260745833333333
80,1.42252143333333,100.03201,0.2068197,0.0291616466666667
80,1.42252318333333,79.415512,0.210355466666667,0.0323955466666667
80,1.42252493333333,63.082298,0.213423833333333,0.035496555
80,1.42252668333333,50.144421,0.2173963,0.0401833883333333
80,1.42252875,39.808914,0.221414466666667,0.0449732633333333
80,1.42252938333333,31.629555,0.226037316666667,0.0507603283333333
80,1.42253065,25.104433,0.231298883333333,0.0580515016666667
80,1.42253288333333,19.955299,0.237867216666667,0.0667336833333333
80,1.42253208333333,15.857577,0.245799833333333,0.0760672933333333
80,1.42253478333333,12.600809,0.255107216666667,0.0880945916666667
80,1.42253875,10.003201,0.265968016666667,0.101163655
80,1.42253811666667,7.9395323,0.280087933333333,0.11492452
80,1.42254225,6.3105812,0.297566433333333,0.130018245
80,1.42254638333333,5.0080128,0.318705266666667,0.145335206666667
80,1.4225432,3.9778516,0.3427126,0.159642348333333
80,1.42254448333333,3.1629555,0.370391133333333,0.172433233333333
80,1.42254638333333,2.5136747,0.4004798,0.1827703
80,1.42254701666667,1.99553,0.431981333333333,0.1907288
80,1.42255815,1.5853286,0.464122883333333,0.19494875
80,1.4225572,1.2596742,0.4958007,0.197071016666667
80,1.42257038333333,1.0000639,0.5256815,0.19697055
80,1.42257245,0.79363066,0.554571783333333,0.196992083333333
80,1.42257738333333,0.63090527,0.580980066666667,0.195790383333333
80,1.42259613333333,0.50154078,0.605195516666667,0.193968616666667
80,1.4226106,0.39774463,0.62841495,0.1934098
80,1.42261855,0.3161931,0.650834,0.195253216666667
80,1.42263078333333,0.25122195,0.671931433333333,0.1970879
80,1.422654,0.19933917,0.692322333333333,0.199175066666667
80,1.4226861,0.15860692,0.7109069,0.201943916666667
80,1.42272233333333,0.12593903,0.729193133333333,0.205964866666667
80,1.42275873333333,0.10007046,0.749056733333333,0.212259483333333
70,1.3874046,100003.71,0.160257975,-0.0563417033333333
70,1.3874054,79433.273,0.159219681666667,-0.04360563
70,1.38740666666667,63093.824,0.158556391666667,-0.03345258
70,1.38740841666667,50122.477,0.158884168333333,-0.0256302583333333
70,1.38740825,39814.059,0.158967951666667,-0.0180107783333333
70,1.3874081,31621.139,0.158848673333333,-0.0139646095
70,1.38741,25116.91,0.159795403333333,-0.0091539305
70,1.38741031666667,19948.785,0.159660041666667,-0.005334779
70,1.38741063333333,15847.683,0.161752263333333,-0.002607728
70,1.38741318333333,12590.93,0.161820301666667,-0.000345068666666667
70,1.38741255,10002.226,0.163189261666667,0.00275425516666667
70,1.3874143,7943.999,0.164373438333333,0.004220866
70,1.3874116,6307.7339,0.166285605,0.006127103
